Presence time (Seconds),Scrolling (Pixels)
"[9.5367431640625e-07, 2.008772850036621, 4.023329973220825, 6.041597843170166, 8.051446914672852, 10.064968824386597, 12.07394289970398, 14.087889909744263, 16.107649087905884, 18.127653121948242]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
